MSZoning,Neighborhood,HouseStyle,Exterior1st,Foundation,BsmtExposure,GarageType,GarageFinish,MoSold_cat,MSSubClass,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,BsmtFinType1_ord,TotalSF,TotalBathrooms,Age,PorchSF,ComponentsQual,HasBsmt,HasGarage,Has2ndFloor,HasPool,Remodeled,SalePrice,SalePrice_log
RL,Edwards,1.5Fin,MetalSd,PConc,No,Detchd,Unf,May,50,8172,4,6,0.0,0,7,0,1,0,3,2228.8,2.0,54,156,3.25,1,1,1,0,1,135000,11.813037464800539
RL,Edwards,1Story,CemntBd,PConc,No,Attchd,Fin,Feb,20,13286,9,5,340.0,1234,8,1,3,327,4,3065.0,2.8,2,64,4.0,1,1,0,0,1,320000,12.676079399771027
RL,NAmes,1Story,HdBoard,CBlock,No,Detchd,Unf,Nov,20,6960,4,6,0.0,375,5,0,2,96,4,1561.2,1.0,39,0,3.125,1,1,0,0,0,120500,11.699413330633599
RL,Crawfor,1Story,Wd Sdng,CBlock,No,Attchd,Fin,Dec,20,21695,6,9,260.0,808,5,1,2,292,4,2384.0,2.8,21,226,3.75,1,1,0,0,1,222000,12.310437165348775
RL,CollgCr,1Story,VinylSd,PConc,Av,Attchd,RFn,Feb,20,7314,7,5,82.0,724,6,0,2,132,4,2224.0,2.8,2,0,3.625,1,1,0,0,0,194500,12.178192583415596
RL,NAmes,1Story,VinylSd,CBlock,No,Detchd,Unf,Jul,90,11475,5,5,95.0,0,9,0,3,0,3,3051.7,2.8,51,25,3.0,1,1,0,0,0,110000,11.608244735642321
RM,IDOTRR,1.5Fin,MetalSd,CBlock,No,Detchd,Unf,Jan,30,6240,4,5,0.0,152,5,0,2,0,2,1837.2,1.0,84,135,3.0,1,1,0,0,1,103000,11.542493975902508
RL,StoneBr,1Story,CemntBd,PConc,No,Attchd,RFn,Mar,120,5389,8,5,0.0,1180,5,1,2,237,4,2895.9,2.8,15,152,3.625,1,1,0,0,1,236500,12.373707715234994
RL,Timber,SLvl,VinylSd,PConc,Av,Attchd,Fin,May,80,9590,7,5,442.0,786,6,1,2,160,4,1847.7,2.8,4,22,3.75,1,1,0,0,0,187500,12.141539457711714
RL,CollgCr,2Story,VinylSd,PConc,Av,Attchd,Fin,Jul,60,11404,7,5,202.0,252,8,1,2,192,4,2960.9,2.5,10,84,3.625,1,1,1,0,1,222500,12.312686874960354
RL,Sawyer,1Story,HdBoard,CBlock,No,Attchd,RFn,Mar,20,10000,5,6,0.0,594,6,1,1,165,2,1843.2,1.8,48,0,3.25,1,1,0,0,1,131400,11.786008995353765
RL,Sawyer,1Story,Plywood,PConc,No,Attchd,Unf,May,20,8978,5,5,0.0,0,6,0,1,147,3,1706.4,1.0,39,0,3.0,1,1,0,0,0,108000,11.58989576532275
RM,OldTown,2.5Unf,Wd Sdng,BrkTil,Mn,Detchd,Unf,Oct,75,10800,7,7,0.0,390,6,2,2,0,1,2478.0,1.5,92,341,3.0,1,1,1,0,1,163000,12.001511614739405
RL,NAmes,1Story,Stucco,CBlock,,Detchd,Unf,Jul,90,8544,3,4,0.0,0,6,0,2,0,0,1046.0,2.0,56,0,2.375,0,1,0,0,0,93500,11.445727410406752
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,Fin,Jun,60,10463,8,5,0.0,0,8,1,3,0,3,2522.6,2.5,1,116,3.625,1,1,1,0,0,239900,12.3879816172226
RL,Edwards,1Story,Plywood,CBlock,Gd,,,Mar,90,10800,5,5,0.0,1200,5,0,0,120,4,2166.0,5.4,22,0,2.5,1,0,0,0,1,179000,12.095146671399466
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,RFn,Apr,60,9313,7,5,0.0,0,7,0,2,187,3,2425.7,2.5,5,56,3.625,1,1,1,0,0,190000,12.154784614286667
RM,OldTown,2Story,Wd Sdng,BrkTil,No,Detchd,Unf,May,70,9600,5,7,0.0,0,7,0,2,270,3,1649.2,2.0,97,112,3.25,1,1,1,0,1,132000,11.790564777297387
RL,Sawyer,1Story,HdBoard,CBlock,Mn,Detchd,Unf,May,20,6768,6,8,0.0,832,5,0,1,168,4,1648.1,2.2,47,0,3.375,1,1,0,0,1,142000,11.863589378812122
RL,SawyerW,1Story,VinylSd,PConc,No,Attchd,Unf,Dec,20,8450,7,5,108.0,0,6,0,2,120,3,2434.7,2.0,7,55,3.375,1,1,0,0,1,179000,12.095146671399466
RL,Sawyer,SLvl,HdBoard,CBlock,Av,Attchd,RFn,Oct,80,12886,5,6,0.0,444,6,1,2,302,4,1887.0,2.4,46,100,3.375,1,1,0,0,1,175000,12.07254696717504
RL,StoneBr,1Story,HdBoard,PConc,No,Attchd,RFn,Oct,120,5395,8,5,0.0,733,5,1,2,96,4,2410.7000000000003,2.8,15,238,3.5,1,1,0,0,0,180000,12.100717685412471
RL,NWAmes,2Story,VinylSd,CBlock,No,BuiltIn,Fin,Jul,60,8963,8,9,289.0,575,11,2,2,0,4,3628.6,3.9,32,204,3.875,1,1,1,0,1,299800,12.61087420020211
RL,Gilbert,2Story,VinylSd,PConc,No,BuiltIn,Fin,Apr,60,8795,7,5,0.0,300,8,1,2,224,4,3017.6,2.5,9,54,3.625,1,1,1,0,0,236000,12.371591321286905
RM,OldTown,2Story,Stucco,Stone,No,Detchd,Unf,May,70,11700,7,7,0.0,0,8,1,4,181,3,3638.5,1.5,129,386,3.125,1,1,1,0,1,265979,12.491176396967154
RL,NoRidge,1Story,VinylSd,PConc,No,Attchd,Fin,Mar,20,10593,7,5,338.0,919,7,1,2,240,4,3101.9,2.8,14,210,3.625,1,1,0,0,0,260400,12.469978029554953
RL,Edwards,1.5Fin,WdShing,Slab,,Detchd,Unf,Apr,50,8405,4,3,0.0,0,9,0,1,92,0,1534.0,2.0,64,185,2.25,0,1,1,0,1,98000,11.49273296168228
RM,OldTown,1.5Fin,Wd Sdng,BrkTil,No,,,Jun,50,8800,4,7,0.0,0,7,0,0,0,3,1606.3,1.0,100,160,2.25,1,0,1,0,1,96500,11.477308649967686
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,Fin,Aug,60,7750,7,5,0.0,0,6,0,2,0,3,1848.0,2.5,4,48,3.625,1,1,1,0,0,162000,11.995357787034976
RL,CollgCr,1Story,VinylSd,PConc,Gd,Attchd,RFn,Jul,20,9236,6,5,0.0,1200,6,0,2,168,4,2685.1,2.8,9,27,3.625,1,1,0,0,0,217000,12.28765724080691
RL,NridgHt,2Story,VinylSd,PConc,Mn,Attchd,RFn,Mar,60,10240,8,5,178.0,0,8,1,3,192,3,2930.0,2.5,1,52,3.625,1,1,1,0,0,275500,12.526346537332584
RL,NAmes,1Story,Plywood,CBlock,No,Detchd,RFn,Jul,20,7930,6,8,0.0,439,5,0,2,171,4,1852.9,1.8,40,48,3.25,1,1,0,0,1,156000,11.957617696467539
FV,Somerst,2Story,MetalSd,PConc,No,Detchd,Unf,Mar,160,3230,6,5,894.0,381,6,0,2,0,4,2057.6,2.5,10,24,3.25,1,1,1,0,0,172500,12.058158312538197
RL,CollgCr,2Story,VinylSd,PConc,Av,Attchd,RFn,Apr,60,10769,8,5,0.0,20,7,0,2,144,4,2467.6000000000004,2.5,2,105,3.625,1,1,1,0,0,212000,12.264346270624157
RL,Sawyer,2Story,HdBoard,CBlock,Mn,Attchd,Fin,Apr,60,11616,6,5,328.0,438,6,1,2,335,1,1923.6,2.5,32,0,3.0,1,1,1,0,0,158900,11.97603664577121
FV,Somerst,2Story,MetalSd,PConc,No,Detchd,Unf,Aug,160,2280,7,5,360.0,549,6,0,2,0,4,2098.6,2.5,9,0,3.25,1,1,1,0,0,179400,12.097378802727306
RL,NoRidge,2Story,VinylSd,PConc,Av,Attchd,RFn,Nov,60,12257,8,5,513.0,56,9,1,3,222,3,3591.9,2.5,12,98,3.625,1,1,1,0,0,290000,12.577639650232573
RL,NAmes,1Story,Wd Sdng,CBlock,No,Detchd,Unf,Oct,20,9100,6,6,0.0,612,5,0,1,0,1,1562.2,1.0,50,0,3.75,1,1,0,0,0,127500,11.755879486687116
RM,BrkSide,1Story,Wd Sdng,PConc,Mn,Detchd,Unf,Oct,30,6911,5,5,0.0,405,5,0,2,0,3,2223.0,1.0,85,0,2.875,1,1,0,0,1,100000,11.51293546492023
FV,Somerst,2Story,VinylSd,PConc,Mn,Attchd,Unf,Jun,60,8640,7,5,0.0,24,7,0,2,169,4,2159.0,2.5,1,45,3.5,1,1,1,0,0,215200,12.279327754099118
RL,NoRidge,2Story,VinylSd,PConc,Mn,Attchd,RFn,Jul,60,9430,8,5,673.0,1163,8,1,3,0,4,3374.7999999999997,3.3,10,308,3.625,1,1,1,0,0,337000,12.727841176689147
RL,Veenker,1Story,BrkFace,PConc,Av,Attchd,Fin,Apr,120,9549,8,5,0.0,437,6,1,2,0,3,2692.2,2.3,11,246,4.0,1,1,0,0,1,270000,12.506180941677357
RL,Somerst,1Story,VinylSd,PConc,No,Attchd,Fin,Aug,20,14587,9,5,284.0,0,6,1,2,0,3,2711.9,2.0,0,174,3.75,1,1,0,0,0,264132,12.484208043148733
RL,NWAmes,2Story,HdBoard,CBlock,No,Attchd,Unf,Mar,60,10421,7,5,42.0,394,7,1,2,228,4,2506.0,2.5,22,222,3.125,1,1,1,0,0,196500,12.188422799337028
RL,Mitchel,1.5Fin,VinylSd,CBlock,Mn,Attchd,Unf,Jul,50,12508,6,7,0.0,660,7,0,1,245,4,2543.9,2.8,68,156,3.375,1,1,1,0,1,160000,11.982935344196433
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,Fin,Oct,20,9100,7,5,0.0,24,8,1,2,120,4,3331.0,2.0,2,33,3.625,1,1,0,0,1,216837,12.28690580994122
RL,StoneBr,2Story,CemntBd,PConc,Gd,BuiltIn,Fin,Jun,60,53504,8,5,603.0,1416,12,1,3,503,4,4603.7,4.3,7,246,3.875,1,1,1,0,0,538000,13.195615697878253
RL,Sawyer,SFoyer,Wd Sdng,CBlock,Av,Detchd,Unf,Apr,85,7252,5,5,0.0,685,5,0,2,120,4,1544.4,1.8,27,0,3.125,1,1,0,0,0,134900,11.812296455066814
RL,Edwards,1Story,Wd Sdng,CBlock,No,Detchd,Unf,Apr,20,8877,4,5,0.0,836,6,0,2,0,3,1895.5000000000002,1.0,55,0,2.75,1,1,0,0,0,102000,11.532737896139919
RL,Edwards,SLvl,Plywood,CBlock,Av,Detchd,Unf,Mar,80,7819,6,5,0.0,422,6,1,2,144,4,1949.6000000000001,1.8,34,0,3.0,1,1,0,0,0,107000,11.580593459194764
RL,NAmes,1Story,Wd Sdng,CBlock,No,Attchd,RFn,Jul,20,10150,5,5,1.0,456,5,0,1,0,1,1648.6,1.0,49,0,3.25,1,1,0,0,0,114500,11.648338835562747
RL,NridgHt,1Story,VinylSd,PConc,Av,Attchd,Fin,Jul,20,14226,8,5,375.0,0,9,1,3,315,3,3532.0,2.0,1,45,3.5,1,1,0,0,0,395000,12.886643575525625
RM,Mitchel,1Story,VinylSd,PConc,No,Attchd,Fin,Jun,120,4500,6,5,320.0,866,5,0,2,0,4,2170.3999999999996,2.8,11,247,3.5,1,1,0,0,0,162000,11.995357787034976
RL,CollgCr,1Story,VinylSd,PConc,Av,Attchd,RFn,Jul,20,11210,7,5,240.0,20,7,0,3,144,4,2913.7999999999997,2.0,1,59,3.625,1,1,0,0,1,221500,12.308182383129823
RL,Sawyer,1Story,HdBoard,CBlock,No,Attchd,Unf,Jun,20,13350,5,5,0.0,762,5,1,2,241,4,1595.2,1.8,32,0,3.0,1,1,0,0,0,142500,11.86710429621008
RH,SawyerW,1Story,Plywood,Slab,,Detchd,Unf,Oct,90,8400,5,5,320.0,0,10,2,2,0,0,2026.0,2.0,30,0,2.25,0,1,0,0,0,144000,11.87757552297847
RL,Mitchel,SFoyer,Plywood,CBlock,Gd,Attchd,Unf,May,90,10530,6,5,90.0,975,4,0,2,0,4,1791.8,1.8,29,0,3.125,1,1,0,0,0,135000,11.813037464800539
RL,Gilbert,1Story,HdBoard,PConc,No,Attchd,Fin,Jun,20,7875,7,5,38.0,0,6,1,2,220,3,2248.9,2.0,12,21,3.375,1,1,0,0,1,176000,12.07824495582233
RL,SawyerW,2Story,VinylSd,PConc,No,Attchd,RFn,Jul,60,7153,6,5,0.0,387,7,0,2,0,4,2218.3,2.5,14,124,3.75,1,1,1,0,0,175900,12.077676615757813
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,RFn,Jun,20,16285,7,5,0.0,0,6,0,2,0,3,2567.1,2.0,8,33,3.625,1,1,0,0,1,187100,12.139403856983334
RL,Mitchel,SFoyer,Plywood,PConc,Av,Attchd,Fin,Jul,85,9101,5,6,104.0,1097,4,1,2,303,4,1987.6,1.8,31,30,3.625,1,1,0,0,0,165500,12.016732516077072
RM,OldTown,2.5Unf,Wd Sdng,CBlock,No,,,Jun,75,6300,6,6,0.0,0,9,1,0,0,3,2081.1,2.0,94,425,2.5,1,0,1,0,1,128000,11.759793355371237
RL,NWAmes,1Story,BrkFace,CBlock,No,Attchd,Unf,Sep,20,9790,6,5,0.0,251,7,1,2,0,1,2439.6000000000004,2.0,42,197,3.0,1,1,0,0,0,161500,11.992266613576142
RM,OldTown,1.5Fin,MetalSd,PConc,No,Detchd,Unf,Jun,50,10800,5,6,0.0,686,7,0,1,0,3,2206.8,2.8,95,196,3.0,1,1,1,0,1,139000,11.842236406331555
RL,SawyerW,2Story,VinylSd,PConc,No,BuiltIn,RFn,Jan,60,10142,7,5,0.0,656,8,0,2,0,4,2856.4,3.3,6,45,3.625,1,1,1,0,0,233000,12.358798024384122
RM,OldTown,1Story,MetalSd,CBlock,No,Detchd,Unf,Aug,20,6000,4,7,0.0,0,4,0,1,0,3,1626.8000000000002,1.0,54,0,3.125,1,1,0,0,1,107900,11.588969419043872
RL,ClearCr,2Story,HdBoard,CBlock,Gd,Attchd,Fin,Jul,60,12205,6,8,157.0,568,9,0,2,133,3,2752.6,2.5,41,168,3.125,1,1,1,0,1,187500,12.141539457711714
RL,Blmngtn,1Story,VinylSd,PConc,No,Attchd,Fin,Sep,120,3182,7,5,11.0,16,5,1,2,100,4,2065.3,2.0,4,16,3.625,1,1,0,0,1,160200,11.984184555794167
RL,Mitchel,SLvl,HdBoard,PConc,Av,Attchd,RFn,May,80,11333,6,5,0.0,539,5,2,2,120,4,1885.2,1.8,31,0,3.125,1,1,0,0,0,146800,11.896833207128452
RL,NoRidge,2Story,MetalSd,PConc,Av,Attchd,Unf,Jun,60,9920,7,5,0.0,862,8,1,2,180,4,2915.7999999999997,3.3,11,130,3.5,1,1,1,0,1,269790,12.505402864156405
RL,Somerst,1Story,CemntBd,PConc,Av,Attchd,Fin,Jun,20,9158,8,5,140.0,0,7,0,2,168,3,2700.4,2.0,0,130,3.625,1,1,0,0,0,225000,12.323860125621126
RL,Gilbert,2Story,MetalSd,PConc,No,Attchd,Fin,Oct,60,10832,7,5,0.0,0,7,1,2,143,3,2464.6,2.5,14,46,3.625,1,1,1,0,1,194500,12.178192583415596
RL,SawyerW,2Story,HdBoard,CBlock,No,Attchd,Unf,Apr,60,8400,6,6,130.0,0,7,1,2,0,3,2091.0,2.5,30,254,3.125,1,1,1,0,1,171000,12.049424683420915
RL,Sawyer,1Story,Plywood,CBlock,No,Attchd,RFn,Apr,20,8197,6,5,148.0,0,7,1,2,138,3,1820.1,1.5,30,0,3.25,1,1,0,0,0,143500,11.874097282798648
RL,NAmes,1Story,VinylSd,CBlock,No,Attchd,Unf,Apr,20,7677,5,5,0.0,570,4,0,1,0,2,1397.1000000000001,1.0,55,0,3.125,1,1,0,0,0,110000,11.608244735642321
RL,NridgHt,2Story,VinylSd,PConc,No,BuiltIn,Fin,Jul,60,13518,9,5,860.0,0,11,2,3,144,3,4691.2,3.5,1,78,4.0,1,1,1,0,1,485000,13.091906231773164
RL,SWISU,1.5Fin,Wd Sdng,BrkTil,No,Detchd,Unf,Jun,50,7200,5,7,252.0,569,7,2,1,0,4,2358.8,2.3,70,264,3.5,1,1,1,0,1,175000,12.07254696717504
RL,ClearCr,2Story,VinylSd,PConc,Gd,Attchd,RFn,May,60,12798,6,5,0.0,462,8,0,2,403,4,2188.7000000000003,3.3,11,299,3.375,1,1,1,0,0,200000,12.206077645517674
RM,IDOTRR,1Story,MetalSd,CBlock,No,Detchd,Unf,Jul,30,4800,4,7,0.0,197,5,0,2,0,3,2156.8,1.8,91,0,3.25,1,1,0,0,1,109900,11.60733523953139
RL,CollgCr,2Story,WdShing,PConc,Av,Attchd,Fin,Oct,60,8199,7,5,0.0,648,7,1,2,36,4,2044.7,3.3,3,18,3.625,1,1,1,0,0,189000,12.149507585033072
RL,NridgHt,2Story,VinylSd,PConc,Gd,BuiltIn,RFn,Jan,60,13891,9,5,424.0,0,12,1,3,52,3,4219.9,3.5,1,362,4.0,1,1,1,0,1,582933,13.275829251377
RL,NAmes,1Story,Wd Sdng,CBlock,No,Attchd,Unf,Jun,20,9000,5,5,0.0,812,5,0,1,0,3,1884.3000000000002,1.0,52,0,3.0,1,1,0,0,0,118000,11.678448377988165
RL,Somerst,1Story,VinylSd,PConc,No,Attchd,RFn,Jul,20,12274,7,5,256.0,0,6,0,2,0,3,2570.7000000000003,2.0,0,60,3.75,1,1,0,0,0,227680,12.335700805443338
RL,NAmes,SLvl,VinylSd,PConc,Av,Attchd,Fin,Oct,80,9750,5,5,0.0,400,6,0,1,68,4,1771.5,2.0,39,0,3.125,1,1,0,0,0,135500,11.816734299348461
RL,BrkSide,2Story,Wd Sdng,CBlock,Gd,Attchd,RFn,May,70,21384,5,6,0.0,1309,6,1,2,0,4,2649.6,3.1,86,312,3.375,1,1,1,0,1,223500,12.317171167298682
RL,NAmes,SLvl,VinylSd,CBlock,Av,Attchd,RFn,Jun,80,13400,5,5,1047.0,516,6,1,2,0,4,1913.7,1.8,40,0,3.0,1,1,0,0,0,159950,11.982622797311857
RM,OldTown,2.5Unf,AsbShng,PConc,No,Detchd,Unf,Nov,75,8100,5,5,0.0,0,11,0,2,40,3,2826.2,2.0,111,156,2.625,1,1,1,0,1,106000,11.571203807011969
RL,NWAmes,1Story,HdBoard,CBlock,No,Attchd,RFn,Jan,20,10140,6,6,99.0,663,5,1,2,265,4,2148.8,2.3,32,0,3.0,1,1,0,0,1,181000,12.10625783509458
RM,CollgCr,1Story,VinylSd,PConc,Gd,Attchd,Fin,Jun,120,4438,6,5,169.0,662,4,1,2,140,4,1526.4,1.8,4,0,3.625,1,1,0,0,0,144500,11.881041706925902
C (all),IDOTRR,1Story,Wd Sdng,CBlock,Av,Basment,Unf,Jun,20,8712,5,5,0.0,0,4,0,2,0,3,1482.6,1.0,58,0,2.75,1,1,0,0,0,55993,10.932999821119937
RL,NAmes,1Story,MetalSd,CBlock,No,Attchd,RFn,Apr,20,9750,6,6,243.0,608,7,0,1,0,1,2603.1000000000004,1.5,49,275,3.125,1,1,0,0,0,157900,11.969723533345908
RL,Edwards,1.5Fin,Stucco,BrkTil,No,Detchd,Unf,Jul,50,8248,5,7,0.0,0,7,0,1,207,3,1803.3000000000002,1.9,88,96,3.0,1,1,1,0,1,116000,11.661354090741
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,RFn,May,20,12137,7,5,442.0,0,6,0,2,0,3,2985.0,2.0,12,34,3.5,1,1,0,0,0,224900,12.323415584358154
RL,NAmes,1Story,BrkFace,CBlock,No,Attchd,RFn,Jul,20,11425,5,6,0.0,486,4,1,1,0,2,1814.4,1.0,52,120,3.125,1,1,0,0,0,137000,11.827743504053695
RL,Mitchel,1Story,CemntBd,PConc,No,Attchd,RFn,Jul,20,13265,8,5,148.0,1218,7,2,3,150,4,2943.4,2.8,6,59,3.625,1,1,0,0,0,271000,12.509877789891931
RL,ClearCr,SLvl,HdBoard,CBlock,Av,Attchd,Unf,Jun,80,8816,6,7,80.0,504,6,0,2,0,4,1868.0,1.8,39,0,3.125,1,1,0,0,0,155000,11.951186847493476
RL,NridgHt,1Story,VinylSd,PConc,Mn,Attchd,RFn,Jun,120,6371,7,5,128.0,733,6,1,2,192,4,2448.8,2.8,1,35,3.625,1,1,0,0,1,224000,12.319405795112926
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,RFn,Jun,60,7226,7,5,0.0,0,6,0,2,0,3,2285.6,2.5,5,45,3.625,1,1,1,0,0,183000,12.117246896289503
RM,OldTown,1Story,MetalSd,CBlock,No,Detchd,Unf,Feb,20,6000,4,4,0.0,0,4,0,2,0,3,1690.8000000000002,1.0,56,144,2.75,1,1,0,0,0,93000,11.440365524765756
RL,Gilbert,2Story,VinylSd,PConc,Gd,BuiltIn,Fin,Oct,60,12394,7,5,0.0,0,7,1,2,100,3,2410.6,2.5,4,48,3.625,1,1,1,0,0,225000,12.323860125621126
RL,SWISU,1.5Fin,VinylSd,BrkTil,No,Detchd,Unf,Jul,50,9900,6,7,0.0,0,7,1,1,335,3,2117.4,2.0,69,0,3.0,1,1,1,0,1,139500,11.845827048676645
FV,Somerst,1Story,VinylSd,PConc,No,Attchd,RFn,Jun,20,11216,8,5,0.0,0,7,1,2,0,3,2688.2999999999997,2.0,0,140,3.75,1,1,0,0,0,232600,12.357079818283598
RL,NridgHt,1Story,CemntBd,PConc,Av,Attchd,Fin,Jun,20,14803,10,5,816.0,1636,7,1,3,188,4,3757.8,2.8,1,45,4.0,1,1,0,0,1,385000,12.861001210669146
RM,BrkSide,1.5Unf,MetalSd,BrkTil,No,,,May,45,6130,5,6,0.0,784,5,0,0,0,4,1416.2,1.8,84,116,2.5,1,0,0,0,1,109500,11.603688960617083
RL,SawyerW,1Story,VinylSd,PConc,No,Attchd,RFn,Apr,20,8529,7,5,0.0,20,6,1,2,290,4,2603.7,2.0,8,39,3.625,1,1,0,0,0,189000,12.149507585033072
RL,ClearCr,2Story,Plywood,PConc,Gd,Attchd,Fin,Jun,60,28698,5,5,0.0,249,7,0,2,486,3,2936.4,2.9,42,225,3.125,1,1,1,0,0,185000,12.128116509451258
FV,Somerst,2Story,MetalSd,PConc,No,Detchd,RFn,Jul,160,2544,7,5,0.0,0,4,0,2,0,3,1705.4,2.5,1,166,3.625,1,1,1,0,0,147400,11.900912042974875
RL,NAmes,1Story,HdBoard,CBlock,No,Attchd,RFn,Jun,20,11900,6,5,387.0,1040,6,2,2,0,1,2513.6000000000004,2.3,51,192,3.0,1,1,0,0,0,166000,12.019749091416921
FV,Somerst,2Story,MetalSd,PConc,No,Detchd,RFn,Jun,160,3180,7,5,0.0,0,4,0,2,0,3,1683.0,2.5,1,166,3.5,1,1,1,0,0,151000,11.92504173829169
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,RFn,Jan,60,9548,7,6,223.0,483,7,1,2,192,4,2586.2000000000003,3.3,7,39,3.625,1,1,1,0,0,237000,12.37581963951765
RL,NAmes,1Story,HdBoard,CBlock,No,Attchd,RFn,Feb,20,10004,6,6,180.0,196,6,0,2,0,1,2738.8,1.5,45,152,3.0,1,1,0,0,0,167000,12.025755079404917
RL,NAmes,1Story,VinylSd,CBlock,No,Attchd,Unf,Sep,20,7875,5,6,136.0,572,6,0,2,0,1,2066.7,1.8,47,0,3.125,1,1,0,0,0,139950,11.849047640327147
RL,Sawyer,1Story,VinylSd,CBlock,No,Attchd,Unf,Feb,20,9600,4,7,0.0,442,4,0,2,290,2,1926.6,2.0,60,0,3.25,1,1,0,0,1,128000,11.759793355371237
RM,OldTown,1Story,VinylSd,BrkTil,No,Detchd,Unf,Jun,30,8100,5,6,0.0,338,5,0,2,0,1,2815.2,1.8,59,346,3.125,1,1,0,0,1,153500,11.941462360646149
RM,BrDale,2Story,HdBoard,CBlock,No,Detchd,Unf,Nov,160,1680,6,5,158.0,330,5,0,1,0,2,1375.5,2.3,35,0,3.0,1,1,1,0,0,100000,11.51293546492023
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,Unf,Jun,20,9525,5,6,0.0,0,6,0,1,278,3,1985.7,1.5,13,0,3.5,1,1,0,0,1,144000,11.87757552297847
RL,Edwards,1.5Fin,MetalSd,CBlock,No,Detchd,Unf,May,50,11767,5,6,0.0,352,6,0,1,0,2,1821.4,1.0,62,0,3.25,1,1,1,0,1,130500,11.779136168550774
RH,SWISU,2Story,Wd Sdng,BrkTil,No,Detchd,Unf,Mar,70,12155,6,8,0.0,156,7,0,1,0,2,2019.6,2.0,83,254,2.875,1,1,1,0,1,140000,11.849404844423074
RM,OldTown,2Story,MetalSd,PConc,No,Detchd,Unf,Jun,70,10440,5,8,0.0,0,8,1,2,70,3,2065.0,2.0,104,146,3.375,1,1,1,0,1,157500,11.967187086434018
RL,NAmes,SLvl,HdBoard,CBlock,Gd,Attchd,RFn,May,80,9020,6,7,183.0,312,6,0,2,0,1,2074.7999999999997,2.3,42,129,3.25,1,1,0,0,0,174900,12.071975378543236
RL,NAmes,1Story,BrkFace,CBlock,No,,,Jul,90,8000,5,4,0.0,0,10,0,0,0,3,3248.0,2.0,46,0,2.5,1,0,0,0,0,141000,11.856522261533737
RM,OldTown,1.5Fin,Wd Sdng,BrkTil,Mn,Detchd,Unf,Jun,50,12665,5,8,0.0,0,7,1,3,418,3,2126.8,1.5,93,194,3.125,1,1,1,0,1,153900,11.944064817531656
RL,Sawyer,SFoyer,HdBoard,CBlock,Gd,Basment,Fin,Jan,85,16647,5,5,0.0,1390,6,2,2,0,4,2813.0,2.8,32,0,3.125,1,1,0,0,1,171000,12.049424683420915
RL,SawyerW,2Story,HdBoard,PConc,No,Attchd,Unf,Jul,60,9317,7,5,137.0,513,7,1,2,234,4,2374.5,3.3,16,264,3.625,1,1,1,0,0,213000,12.269052139516223
RL,CollgCr,1Story,HdBoard,CBlock,Av,Attchd,Unf,Aug,20,15523,5,6,0.0,460,5,1,1,0,2,1558.8,1.8,37,0,3.25,1,1,0,0,0,133500,11.80186424743109
RL,ClearCr,1.5Fin,Wd Sdng,BrkTil,No,Detchd,Unf,Sep,50,45600,6,8,0.0,0,10,1,2,486,3,3091.1,3.0,100,215,2.875,1,1,1,0,1,240000,12.388398368982115
RL,Veenker,SLvl,Plywood,CBlock,No,Attchd,RFn,Aug,80,9600,6,7,360.0,0,7,1,2,113,3,2285.4,2.5,31,100,3.5,1,1,1,0,1,187000,12.138869243416009
RM,CollgCr,1Story,VinylSd,PConc,Av,Attchd,Fin,Nov,120,4435,6,5,170.0,659,3,0,2,140,4,1530.0,1.8,4,0,3.625,1,1,0,0,0,131500,11.78676973513378
RL,Blmngtn,1Story,VinylSd,PConc,Gd,Attchd,Fin,May,120,3196,8,5,40.0,0,7,1,2,143,3,2474.4,2.0,3,20,3.625,1,1,0,0,0,215000,12.278397958261774
RL,Crawfor,2.5Unf,MetalSd,CBlock,No,Detchd,Unf,Aug,75,7128,7,5,0.0,364,7,2,1,0,1,2385.7000000000003,2.0,66,126,3.25,1,1,1,0,1,164000,12.00762780434872
RL,NAmes,SLvl,MetalSd,CBlock,Gd,Attchd,RFn,Aug,80,12095,6,6,115.0,564,7,1,2,180,1,2346.6,1.5,45,0,3.125,1,1,0,0,0,158000,11.970356641102999
RL,Sawyer,1Story,Wd Sdng,CBlock,Mn,Attchd,Unf,Jul,20,17920,5,4,0.0,306,6,1,2,0,4,3199.6,2.3,51,730,3.0,1,1,0,0,1,170000,12.04355959836804
RL,Sawyer,1Story,HdBoard,CBlock,No,Detchd,Unf,Apr,20,6897,5,8,0.0,659,6,0,1,0,4,1872.0,2.3,48,104,3.375,1,1,0,0,1,127000,11.751950239425476
RL,CollgCr,SLvl,Plywood,CBlock,Gd,Detchd,Unf,Oct,80,10970,6,6,0.0,505,5,0,2,0,4,1778.0,1.8,30,34,3.125,1,1,0,0,0,147000,11.898194668458823
