MSZoning,Neighborhood,HouseStyle,Exterior1st,Foundation,BsmtExposure,GarageType,GarageFinish,MoSold_cat,MSSubClass,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,BsmtFinType1_ord,TotalSF,TotalBathrooms,Age,PorchSF,ComponentsQual,HasBsmt,HasGarage,Has2ndFloor,HasPool,Remodeled
RM,Mitchel,1Story,VinylSd,PConc,No,Attchd,Fin,Jun,120,4500,6,5,320.0,866,5,0,2,0,4,2170.4,2.8,11,247,3.5,1,1,0,0,0
RL,NridgHt,1Story,VinylSd,PConc,Gd,Attchd,Fin,Sep,20,13891,10,5,,1386,7,1,3,216,4,3747.5,3.3,0,229,4.125,1,1,0,0,0
RL,NAmes,1Story,HdBoard,CBlock,No,Attchd,RFn,Feb,20,9920,5,5,110.0,354,6,0,1,0,1,1915.8,1.8,56,164,3.0,1,1,0,0,0
RL,Sawyer,1Story,HdBoard,CBlock,No,Attchd,Unf,Aug,20,6173,5,6,75.0,599,6,0,1,0,4,1602.8000000000002,1.0,40,0,3.0,1,1,0,0,0
RL,SawyerW,1Story,VinylSd,PConc,No,Detchd,Unf,May,20,13072,6,5,0.0,941,5,0,2,0,4,2090.7000000000003,2.3,2,50,3.5,1,1,0,0,0
RL,Crawfor,1Story,Wd Sdng,BrkTil,No,Detchd,Unf,Aug,30,13360,5,7,0.0,713,5,0,2,0,4,1672.8000000000002,1.8,88,44,3.5,1,1,0,0,1
RL,SawyerW,1Story,HdBoard,PConc,No,Attchd,RFn,Oct,20,8125,6,5,258.0,1138,7,1,2,224,4,2811.9,2.8,14,42,3.5,1,1,0,0,1
RL,Crawfor,1Story,CemntBd,PConc,No,Attchd,Fin,Jun,20,14442,6,7,106.0,1186,7,2,2,0,4,3031.6000000000004,2.8,50,287,3.375,1,1,0,0,1
RL,CollgCr,1Story,HdBoard,CBlock,Av,Detchd,Unf,May,20,7180,5,7,0.0,390,5,0,1,0,4,1561.2,1.0,36,0,3.0,1,1,0,0,0
RL,SawyerW,2Story,Plywood,CBlock,Av,Attchd,Fin,Jan,60,11287,7,6,340.0,421,7,1,2,0,4,2635.8,2.5,18,280,3.5,1,1,1,0,0
RL,NoRidge,2Story,VinylSd,PConc,Av,Attchd,RFn,Jun,60,12011,8,5,530.0,956,7,1,2,208,4,2800.6000000000004,3.3,8,449,3.625,1,1,1,0,0
RL,Crawfor,2Story,MetalSd,BrkTil,No,Detchd,Unf,Jun,70,10918,7,9,0.0,0,9,2,1,0,3,3106.1000000000004,1.5,83,145,3.625,1,1,1,0,1
RL,NAmes,1Story,Wd Sdng,CBlock,No,Attchd,RFn,Jul,20,10150,5,5,1.0,456,5,0,1,0,1,1648.6,1.0,49,0,3.25,1,1,0,0,0
RM,OldTown,1Story,MetalSd,CBlock,No,Detchd,Unf,Aug,20,6000,4,7,0.0,0,4,0,1,0,3,1626.8000000000002,1.0,54,0,3.125,1,1,0,0,1
RL,Edwards,1Story,Wd Sdng,PConc,,Attchd,RFn,Jun,20,9060,5,6,98.0,0,7,1,1,116,0,1346.0,1.0,50,180,2.5,0,1,0,0,1
RL,NridgHt,1Story,VinylSd,PConc,Av,Attchd,Fin,Apr,20,10159,9,5,450.0,1646,8,1,3,168,4,3492.3,3.3,1,95,4.0,1,1,0,0,1
RL,Edwards,1.5Fin,Wd Sdng,CBlock,No,Attchd,Unf,Oct,50,9525,6,4,0.0,444,7,0,1,182,1,2657.7,2.0,52,0,3.0,1,1,1,0,1
RL,SawyerW,SFoyer,HdBoard,CBlock,Av,Attchd,RFn,Dec,85,9180,5,7,0.0,747,5,0,2,240,4,1556.0,1.8,24,0,3.5,1,1,0,0,0
RL,Mitchel,1Story,VinylSd,CBlock,No,Attchd,Unf,Oct,20,6600,5,9,0.0,641,5,1,1,0,4,1474.8000000000002,1.4,26,0,3.625,1,1,0,0,1
RM,OldTown,1.5Fin,AsbShng,CBlock,No,Detchd,Unf,Apr,50,3500,5,7,0.0,312,5,0,1,0,3,1865.0,1.5,62,35,3.0,1,1,1,0,1
RL,Mitchel,SFoyer,Plywood,CBlock,Gd,Attchd,Unf,May,90,10530,6,5,90.0,975,4,0,2,0,4,1791.8,1.8,29,0,3.125,1,1,0,0,0
RM,IDOTRR,1Story,Wd Sdng,CBlock,Gd,CarPort,Unf,May,90,8472,5,5,0.0,104,5,0,2,106,3,1479.8000000000002,1.8,47,0,3.0,1,1,0,0,0
RL,BrkSide,1.5Fin,BrkFace,BrkTil,No,Detchd,Unf,May,50,8737,6,7,0.0,300,6,1,2,0,1,2494.0,1.5,84,182,3.375,1,1,1,0,1
RM,OldTown,1.5Fin,VinylSd,BrkTil,No,Detchd,Unf,Sep,50,8820,5,6,0.0,1088,7,0,2,48,3,2749.2000000000003,1.0,119,244,3.0,1,1,1,0,1
RL,Edwards,1Story,Wd Sdng,Slab,,Detchd,Unf,Jan,20,11500,4,3,0.0,0,5,0,1,186,0,845.0,1.0,52,0,2.625,0,1,0,0,0
RL,Edwards,1.5Fin,Stucco,BrkTil,No,Detchd,Unf,Jul,50,8248,5,7,0.0,0,7,0,1,207,3,1803.3,1.9,88,96,3.0,1,1,1,0,1
RL,CollgCr,1Story,HdBoard,CBlock,Gd,Attchd,Unf,May,20,9920,5,6,0.0,523,5,1,1,0,4,1754.7000000000005,1.5,37,0,3.125,1,1,0,0,0
RM,OldTown,1.5Fin,VinylSd,PConc,No,Detchd,Unf,Jun,50,11426,7,5,0.0,0,6,0,2,280,3,3177.9000000000005,2.5,5,238,3.5,1,1,1,0,0
RL,Mitchel,1Story,VinylSd,CBlock,No,2Types,Unf,Jul,90,11070,7,5,70.0,0,9,0,3,0,3,3492.8,3.0,18,0,3.125,1,1,0,0,1
RL,NridgHt,2Story,VinylSd,PConc,No,BuiltIn,Fin,May,60,11999,8,5,340.0,0,10,1,3,104,3,3328.1000000000004,2.5,4,100,3.75,1,1,1,0,1
RL,NAmes,2Story,VinylSd,CBlock,No,Attchd,Fin,Jun,60,13000,6,6,576.0,448,8,1,1,0,1,2868.8,2.5,41,324,3.375,1,1,1,0,0
RL,Edwards,1Story,Wd Sdng,Slab,,,,Apr,20,8335,5,5,0.0,0,5,1,0,0,0,1131.7,1.0,52,226,1.625,0,0,0,0,0
FV,Somerst,2Story,VinylSd,PConc,No,Attchd,RFn,Aug,60,9375,8,5,768.0,0,9,1,2,140,3,2841.9,2.5,5,45,3.75,1,1,1,0,1
RL,NWAmes,1Story,VinylSd,PConc,No,Attchd,Fin,Jun,20,10140,7,5,0.0,144,7,1,2,78,3,3007.8,2.8,11,73,3.75,1,1,0,0,1
RL,ClearCr,1Story,Plywood,CBlock,Gd,Attchd,Unf,Jun,20,115149,7,5,351.0,1219,5,2,2,380,4,3138.4,2.8,36,48,3.25,1,1,0,0,1
RL,NridgHt,1Story,VinylSd,PConc,Gd,Attchd,Fin,Mar,20,16033,9,5,378.0,1261,8,1,3,519,4,3326.2000000000003,2.8,2,112,3.75,1,1,0,0,1
RL,Edwards,1.5Fin,Wd Sdng,BrkTil,No,,,Sep,190,10106,5,7,0.0,351,6,0,0,140,4,1876.4,2.8,68,0,2.5,1,0,1,0,1
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,RFn,Sep,60,11317,7,5,101.0,0,8,0,2,144,3,2347.2,2.5,4,68,3.625,1,1,1,0,0
RM,IDOTRR,1.5Fin,MetalSd,CBlock,No,,,Mar,50,7920,6,7,0.0,0,6,0,0,0,3,1661.2,1.0,88,144,2.0,1,0,1,0,1
RL,NAmes,1Story,BrkFace,CBlock,No,Attchd,Fin,Jun,20,16492,6,6,0.0,247,6,1,2,0,4,3115.3,2.5,44,0,3.5,1,1,0,0,1
RL,StoneBr,1Story,HdBoard,PConc,Mn,Attchd,Fin,Oct,120,4671,8,5,0.0,767,5,1,2,168,4,2214.4,2.8,20,120,3.5,1,1,0,0,1
RL,Gilbert,2Story,VinylSd,PConc,Gd,Attchd,Fin,Jul,60,9042,6,5,0.0,828,7,2,2,100,4,2398.3,3.3,10,38,3.25,1,1,1,0,0
RL,Edwards,1Story,HdBoard,CBlock,No,Attchd,Fin,May,20,10921,4,5,48.0,520,6,0,1,120,1,1735.3,1.8,42,0,3.0,1,1,0,0,0
RM,MeadowV,2Story,CemntBd,CBlock,No,Attchd,Fin,Jun,160,3964,6,4,0.0,837,10,1,2,728,4,3278.8,3.3,33,20,3.25,1,1,1,0,0
RL,Gilbert,2Story,MetalSd,PConc,No,Attchd,Fin,Oct,60,10832,7,5,0.0,0,7,1,2,143,3,2464.6,2.5,14,46,3.625,1,1,1,0,1
RL,Sawyer,1Story,HdBoard,CBlock,No,Attchd,Unf,Jun,20,6993,5,7,0.0,465,6,1,1,0,2,1972.1,1.0,45,0,3.0,1,1,0,0,1
RL,SawyerW,1Story,HdBoard,Slab,,Attchd,Unf,Jun,90,7018,5,5,0.0,0,8,0,2,0,0,1541.4,2.0,30,0,2.125,0,1,0,0,0
RM,MeadowV,SFoyer,CemntBd,CBlock,Av,,,Jun,180,1890,4,7,0.0,495,3,0,0,88,4,1136.1,1.8,36,0,2.625,1,0,0,0,0
RM,MeadowV,2Story,CemntBd,CBlock,No,Attchd,RFn,Aug,160,2217,4,4,0.0,273,6,0,1,238,2,1530.9,1.5,39,0,3.0,1,1,1,0,0
RL,NridgHt,1Story,VinylSd,PConc,No,Attchd,Fin,Nov,20,13173,9,5,300.0,1572,6,2,2,404,4,2984.4000000000005,2.8,3,102,3.875,1,1,0,0,1
RL,NridgHt,1Story,VinylSd,PConc,No,Attchd,RFn,Nov,20,12085,8,5,328.0,1004,7,1,3,0,4,3130.5,2.8,0,0,3.875,1,1,0,0,0
RL,Somerst,1Story,VinylSd,PConc,Av,Attchd,RFn,Feb,20,9986,8,5,428.0,0,7,1,3,0,3,3238.5,2.0,1,49,3.75,1,1,0,0,1
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,RFn,Jan,20,13704,7,5,150.0,0,6,1,3,468,3,2785.6000000000004,2.0,5,81,3.625,1,1,0,0,1
RL,NridgHt,1Story,MetalSd,PConc,No,Attchd,Fin,Oct,120,8769,9,5,766.0,1540,7,1,3,0,4,3070.1000000000004,2.3,0,296,4.0,1,1,0,0,0
RL,Mitchel,1Story,MetalSd,CBlock,Av,2Types,Fin,Mar,190,32463,4,4,149.0,1159,7,1,4,439,2,2621.2,1.8,46,0,3.375,1,1,0,0,1
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,RFn,Jul,20,9382,7,5,125.0,0,6,0,2,120,3,2662.7000000000003,2.0,9,25,3.625,1,1,0,0,1
RM,BrDale,2Story,HdBoard,CBlock,No,Detchd,Unf,Aug,160,1680,6,3,604.0,358,5,0,1,0,4,1375.5,1.5,37,0,3.0,1,1,1,0,0
RL,Gilbert,1.5Fin,Wd Sdng,Wood,Av,Basment,RFn,Jun,50,12134,8,7,0.0,427,8,0,2,325,4,2214.4,2.0,22,12,3.375,1,1,1,0,1
RL,SWISU,2.5Fin,Wd Sdng,PConc,No,Detchd,Unf,Jul,75,8400,5,8,0.0,378,8,1,1,262,3,2774.0,2.5,69,24,3.375,1,1,1,0,1
RL,CollgCr,1Story,CemntBd,PConc,No,Attchd,Fin,Jul,20,10386,8,5,246.0,1464,8,0,3,168,4,3608.0,2.8,3,0,3.625,1,1,0,0,1
RL,Edwards,1Story,VinylSd,PConc,No,Attchd,Unf,Apr,20,8536,5,5,0.0,0,5,0,2,80,3,2032.4,1.5,1,64,3.25,1,1,0,0,1
RL,Crawfor,1.5Fin,Wd Sdng,BrkTil,No,Detchd,Unf,Jul,50,7681,5,6,0.0,0,7,1,1,192,3,1933.2000000000005,1.5,88,102,3.125,1,1,1,0,1
RL,NAmes,1Story,HdBoard,CBlock,No,Attchd,RFn,Jul,20,9200,6,6,0.0,892,5,1,1,426,1,2052.8,1.8,43,0,3.0,1,1,0,0,0
RL,ClearCr,1.5Fin,Wd Sdng,CBlock,Gd,Attchd,Fin,Jun,50,159000,6,7,472.0,697,7,2,2,0,1,3299.2,2.4,49,98,3.5,1,1,1,0,1
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,Fin,Apr,60,7415,6,5,0.0,759,8,1,2,100,4,2270.4,3.3,4,75,3.25,1,1,1,0,0
RL,NAmes,1.5Fin,VinylSd,CBlock,No,Attchd,Unf,Sep,50,9600,6,8,0.0,120,6,0,1,0,2,2360.8,1.5,59,0,3.375,1,1,1,0,1
RL,Mitchel,1Story,HdBoard,CBlock,No,Detchd,Unf,Jun,20,7599,4,6,0.0,565,4,0,2,0,4,1527.9,1.8,25,0,3.0,1,1,0,0,1
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,RFn,May,60,9337,6,5,0.0,648,7,0,2,0,4,2452.1,3.3,10,162,3.625,1,1,1,0,0
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,Fin,May,60,10261,6,5,318.0,0,8,1,2,0,3,2550.1000000000004,3.3,8,0,3.375,1,1,1,0,0
RL,NAmes,1Story,BrkFace,CBlock,No,Attchd,RFn,Apr,20,10552,5,5,0.0,1018,6,1,2,0,1,2825.4,1.9,51,38,3.25,1,1,0,0,0
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,RFn,Aug,60,9375,8,5,149.0,0,7,1,2,192,3,3196.2,2.5,5,87,3.625,1,1,1,0,0
RM,IDOTRR,1.5Fin,MetalSd,BrkTil,No,Detchd,Unf,Jun,50,8600,6,6,0.0,0,7,1,1,0,3,2005.0,2.0,69,0,3.0,1,1,1,0,1
RL,Edwards,1Story,Wd Sdng,CBlock,No,Attchd,Unf,Nov,20,9855,6,5,0.0,0,7,1,2,0,3,2845.1000000000004,1.0,53,0,2.875,1,1,0,0,0
RL,NWAmes,1Story,HdBoard,CBlock,No,Attchd,Unf,Nov,20,10000,5,6,0.0,1084,5,1,2,224,2,2126.8,1.9,35,0,3.375,1,1,0,0,1
RM,OldTown,1.5Fin,Wd Sdng,BrkTil,Mn,Detchd,Unf,Jun,50,12665,5,8,0.0,0,7,1,3,418,3,2126.8,1.5,93,194,3.125,1,1,1,0,1
RL,NAmes,1Story,WdShing,CBlock,No,Detchd,Unf,Jul,20,7100,5,7,0.0,708,5,0,1,0,4,1476.1,1.8,49,0,3.0,1,1,0,0,0
RM,OldTown,1.5Fin,Wd Sdng,CBlock,No,Detchd,Unf,Aug,50,5720,5,6,0.0,0,5,0,1,26,3,1677.0000000000002,1.5,68,0,3.25,1,1,1,0,1
RL,NAmes,1Story,Plywood,CBlock,Mn,Attchd,RFn,Nov,20,11000,5,6,200.0,740,6,1,2,0,2,2077.2,1.5,43,58,3.25,1,1,0,0,0
RM,BrkSide,1.5Fin,Wd Sdng,CBlock,No,Detchd,Unf,Jan,50,8635,5,5,0.0,336,6,0,1,0,2,1827.6,1.8,60,0,3.0,1,1,1,0,1
RL,Gilbert,SLvl,HdBoard,PConc,No,BuiltIn,Fin,May,80,8530,7,5,22.0,0,7,1,2,120,3,1781.2,2.5,14,72,3.25,1,1,1,0,1
RL,NWAmes,2Story,HdBoard,CBlock,No,Attchd,Unf,Jul,60,9130,6,8,252.0,400,7,0,2,0,4,2272.0,1.9,42,40,3.25,1,1,1,0,1
RL,Somerst,1Story,VinylSd,PConc,No,Attchd,RFn,Oct,20,10206,8,5,468.0,33,6,1,3,144,4,2821.2000000000003,2.0,1,99,3.5,1,1,0,0,0
RL,ClearCr,1Story,Plywood,CBlock,Gd,Attchd,Fin,Mar,20,53227,4,6,0.0,1116,6,2,2,224,2,2754.2,1.8,54,137,3.5,1,1,0,0,1
FV,Somerst,2Story,CemntBd,PConc,Av,BuiltIn,Fin,Aug,60,9000,8,5,0.0,64,11,1,2,208,4,3564.7,2.5,0,364,3.75,1,1,1,0,0
RL,OldTown,1Story,VinylSd,BrkTil,No,Detchd,Unf,May,30,9022,5,8,0.0,0,5,0,1,316,3,1411.6,1.0,85,120,3.25,1,1,0,0,1
RL,CollgCr,2Story,VinylSd,PConc,Mn,Attchd,RFn,Aug,60,8760,7,5,0.0,464,7,0,3,0,4,3082.1000000000004,2.5,0,90,3.75,1,1,1,0,0
RL,Gilbert,1Story,VinylSd,PConc,Av,Attchd,Fin,Aug,20,8993,7,5,0.0,0,6,0,2,0,3,2350.9000000000005,2.0,0,22,3.625,1,1,0,0,0
RM,OldTown,1.5Fin,Stucco,BrkTil,No,Detchd,Unf,Oct,50,4400,6,8,0.0,0,6,0,2,0,3,1640.4,1.0,86,0,2.875,1,1,1,0,1
RL,NAmes,1Story,Plywood,CBlock,No,Detchd,Unf,Mar,20,10530,6,5,0.0,282,5,0,2,0,4,1765.8000000000002,2.3,36,352,3.0,1,1,0,0,0
RL,CollgCr,2Story,CemntBd,PConc,Mn,Attchd,Unf,May,60,11250,8,5,0.0,0,9,1,2,0,3,3192.4,2.5,6,0,3.625,1,1,1,0,0
RL,SawyerW,1Story,HdBoard,PConc,No,Attchd,Unf,May,20,9672,6,5,0.0,338,6,0,2,0,4,1937.1,2.0,26,0,3.125,1,1,0,0,1
RL,Crawfor,1Story,HdBoard,CBlock,No,Detchd,Unf,Nov,20,14778,6,7,72.0,728,7,1,2,108,2,2676.8,1.8,54,216,3.5,1,1,0,0,1
RL,Gilbert,2Story,MetalSd,PConc,No,BuiltIn,Fin,May,60,10364,6,5,0.0,0,7,1,2,0,3,2216.8,2.5,12,40,3.25,1,1,1,0,1
RL,NAmes,1.5Fin,MetalSd,CBlock,No,Attchd,Unf,Jul,50,11344,5,5,180.0,460,7,0,1,0,2,2231.0,1.5,49,0,3.0,1,1,1,0,0
RL,NAmes,1.5Fin,MetalSd,CBlock,Mn,Detchd,Unf,Jul,50,8064,5,7,0.0,0,6,1,2,0,3,1467.6,1.0,58,0,3.375,1,1,1,0,1
RL,Timber,SLvl,HdBoard,CBlock,No,Basment,RFn,Jan,20,14375,6,6,541.0,111,7,1,2,0,4,1999.2,1.4,51,351,3.25,1,1,0,0,0
RM,IDOTRR,1.5Fin,Stucco,PConc,No,Detchd,Unf,Jun,50,7758,7,4,600.0,224,7,2,1,0,3,2650.0,1.5,76,184,3.125,1,1,1,0,1
RL,CollgCr,2Story,VinylSd,PConc,Mn,Attchd,Fin,May,60,11050,9,5,204.0,904,8,2,3,253,4,3305.0,3.3,9,142,3.875,1,1,1,0,0
RL,ClearCr,2Story,HdBoard,CBlock,Gd,Attchd,Fin,Jul,60,12205,6,8,157.0,568,9,0,2,133,3,2752.6,2.5,41,168,3.125,1,1,1,0,1
RL,SWISU,1Story,Wd Sdng,CBlock,No,Detchd,Unf,Jan,30,8400,2,5,0.0,290,3,0,1,0,1,676.0,1.0,89,0,2.75,1,1,0,0,1
RL,NAmes,1Story,Wd Sdng,PConc,Gd,Attchd,Unf,Oct,20,15865,8,6,0.0,351,8,1,2,81,4,4000.1,2.8,37,431,3.75,1,1,0,0,0
RL,NridgHt,1Story,VinylSd,PConc,Mn,Attchd,RFn,Oct,120,6442,8,5,178.0,24,6,1,2,120,4,2470.4,2.0,1,49,3.75,1,1,0,0,0
FV,Somerst,1Story,VinylSd,PConc,No,Attchd,Fin,May,20,7200,6,5,68.0,905,5,0,2,0,4,2277.6,2.0,0,120,3.5,1,1,0,0,0
RL,Timber,2Story,VinylSd,PConc,No,BuiltIn,Fin,Feb,60,11316,7,5,44.0,624,8,1,2,0,4,2555.6,3.3,8,40,3.625,1,1,1,0,1
RL,NridgHt,1Story,VinylSd,PConc,No,Attchd,Fin,Dec,20,12030,8,5,254.0,0,7,0,3,168,3,3058.5,2.0,0,228,3.875,1,1,0,0,0
RL,NAmes,1Story,HdBoard,CBlock,No,Detchd,Unf,Mar,20,10500,4,6,0.0,524,4,0,2,216,4,1562.2,1.0,38,0,3.125,1,1,0,0,0
RM,Edwards,2Story,VinylSd,PConc,No,Detchd,Unf,Apr,160,2522,6,5,50.0,0,7,0,2,0,3,2487.4,2.0,2,40,3.625,1,1,1,0,1
RL,NAmes,1.5Fin,VinylSd,BrkTil,No,Attchd,Unf,Jun,50,12513,4,4,0.0,0,7,1,1,55,3,2310.0,2.0,89,0,3.125,1,1,1,0,1
RL,NAmes,1Story,MetalSd,PConc,No,Attchd,Unf,Nov,20,10634,5,6,0.0,428,5,0,1,66,2,1813.3,1.8,56,0,3.0,1,1,0,0,0
RL,SawyerW,2Story,Plywood,PConc,Mn,Attchd,Unf,May,60,12376,7,5,0.0,1470,11,2,3,367,4,4569.4,3.8,20,0,3.375,1,1,1,0,0
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,RFn,Aug,60,7917,6,5,0.0,0,7,1,2,0,3,2415.6,2.5,8,40,3.375,1,1,1,0,1
RL,BrkSide,1Story,Wd Sdng,CBlock,No,,,May,30,5350,3,2,0.0,0,6,0,0,263,3,1893.9,1.0,70,0,2.125,1,0,0,0,1
RL,CollgCr,SFoyer,HdBoard,CBlock,Av,Detchd,Unf,Mar,85,8445,5,7,0.0,656,5,0,2,58,4,1389.4,1.8,37,0,3.125,1,1,0,0,1
RL,BrkSide,1.5Unf,MetalSd,BrkTil,No,Attchd,RFn,Jan,190,7420,5,6,0.0,851,5,2,1,0,4,1874.8,1.8,69,4,3.375,1,1,0,0,1
RM,OldTown,1.5Fin,MetalSd,CBlock,No,Detchd,Unf,Jun,50,6000,3,7,0.0,331,6,0,1,0,4,1707.2,1.5,59,176,3.375,1,1,1,0,1
RL,Sawyer,1Story,HdBoard,PConc,No,Attchd,Unf,Dec,20,7162,5,7,41.0,0,6,0,1,0,3,1604.8000000000002,1.0,42,0,3.0,1,1,0,0,0
RL,Gilbert,2Story,VinylSd,PConc,No,BuiltIn,Fin,Feb,60,8738,7,5,302.0,0,8,1,2,192,3,3077.6,2.5,7,0,3.625,1,1,1,0,0
RL,CollgCr,1Story,HdBoard,CBlock,No,Detchd,Unf,Apr,20,7990,5,6,0.0,0,5,0,1,0,3,1672.0,1.0,33,0,3.125,1,1,0,0,0
RL,NridgHt,2Story,VinylSd,PConc,Av,BuiltIn,Fin,Aug,60,12474,10,5,272.0,1280,9,1,3,196,4,3687.2,3.3,1,134,4.0,1,1,1,0,1
RL,CollgCr,2Story,VinylSd,PConc,Av,Attchd,RFn,Mar,60,10400,7,5,0.0,0,6,0,2,198,3,2479.8,2.5,11,36,3.5,1,1,1,0,0
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,Fin,Feb,60,10852,6,5,0.0,786,7,1,2,0,4,2444.0,3.3,6,38,3.375,1,1,1,0,0
RL,Gilbert,2Story,HdBoard,PConc,Gd,Attchd,Unf,Aug,60,21872,7,5,0.0,604,6,1,2,264,4,2034.9,2.9,12,22,3.375,1,1,1,0,1
RL,Veenker,2Story,Wd Sdng,CBlock,Gd,Attchd,RFn,Jul,60,17542,7,7,0.0,125,9,2,2,220,3,3120.6,3.3,33,47,3.25,1,1,1,0,1
RL,NAmes,1Story,VinylSd,CBlock,No,Attchd,Unf,Apr,20,7677,5,5,0.0,570,4,0,1,0,2,1397.1,1.0,55,0,3.125,1,1,0,0,0
FV,Somerst,2Story,VinylSd,PConc,No,BuiltIn,Fin,Dec,60,8004,8,5,110.0,544,8,0,2,0,4,2608.1,3.3,0,150,3.5,1,1,1,0,0
RL,Edwards,1Story,CemntBd,PConc,No,Attchd,Fin,Feb,20,13286,9,5,340.0,1234,8,1,3,327,4,3065.0,2.8,2,64,4.0,1,1,0,0,1
RL,NWAmes,1Story,BrkFace,CBlock,No,Attchd,RFn,Jun,20,20781,7,7,0.0,297,9,1,2,0,2,3410.4,2.0,38,370,3.125,1,1,0,0,1
RM,Sawyer,1Story,HdBoard,CBlock,No,Detchd,Unf,Nov,90,9100,5,5,336.0,1332,10,0,2,0,1,3117.4,2.8,43,0,3.0,1,1,0,0,0
FV,Somerst,2Story,VinylSd,PConc,No,Attchd,RFn,Feb,60,9803,7,5,0.0,400,7,0,2,0,4,2468.3,2.5,3,108,3.5,1,1,1,0,0
RL,Sawyer,1Story,VinylSd,CBlock,No,Attchd,Fin,May,20,8724,5,5,0.0,492,5,1,2,0,2,1620.1,1.0,39,0,3.25,1,1,0,0,0
RM,OldTown,2Story,Wd Sdng,BrkTil,No,Detchd,Unf,May,70,9600,5,7,0.0,0,7,0,2,270,3,1649.2,2.0,97,112,3.25,1,1,1,0,1
RM,OldTown,2Story,MetalSd,BrkTil,No,,,Dec,70,5250,8,5,0.0,259,8,0,0,0,3,2910.2,2.0,136,74,2.125,1,0,1,0,1
RL,CollgCr,2Story,VinylSd,PConc,Av,Attchd,Fin,Jul,60,11404,7,5,202.0,252,8,1,2,192,4,2960.9,2.5,10,84,3.625,1,1,1,0,1
RL,Timber,1Story,VinylSd,PConc,Av,Attchd,Fin,Mar,20,14601,9,5,584.0,1260,8,1,3,270,4,3316.9,2.8,3,68,4.0,1,1,0,0,0
RL,Sawyer,1.5Fin,MetalSd,CBlock,No,Attchd,Unf,Jul,50,13650,5,5,0.0,57,8,1,2,0,4,2761.6,2.8,48,0,3.625,1,1,1,0,0
RM,OldTown,2Story,VinylSd,CBlock,No,Detchd,Unf,Jun,70,7740,4,7,0.0,0,6,0,2,0,3,1866.6,1.0,100,168,3.0,1,1,1,0,1
RL,Sawyer,1Story,MetalSd,CBlock,No,Detchd,Unf,Apr,20,8450,5,8,0.0,553,5,1,1,416,4,1615.7,1.8,45,144,3.375,1,1,0,0,1
RL,NWAmes,2Story,MetalSd,CBlock,No,Attchd,Unf,May,60,11700,6,6,0.0,298,8,0,2,0,1,2145.4,1.5,41,0,3.25,1,1,1,0,0
RL,NAmes,1Story,Plywood,CBlock,No,Detchd,Unf,Apr,90,8944,5,5,0.0,0,8,0,3,0,3,2857.7,2.0,42,152,3.0,1,1,0,0,0
RL,SawyerW,1Story,Plywood,Slab,,Attchd,Unf,Jun,90,7018,5,5,0.0,0,8,0,2,0,0,1541.4,2.0,30,0,2.25,0,1,0,0,0
RL,CollgCr,SLvl,Plywood,CBlock,Gd,Detchd,Unf,Oct,80,10970,6,6,0.0,505,5,0,2,0,4,1778.0,1.8,30,34,3.125,1,1,0,0,0
RL,Mitchel,1Story,VinylSd,PConc,No,,,Jul,20,17217,5,5,0.0,0,6,0,0,36,3,2061.0,1.0,0,56,2.625,1,0,0,0,0
RL,NWAmes,2Story,HdBoard,CBlock,Mn,Attchd,RFn,Nov,60,10382,7,6,240.0,859,7,2,2,235,4,2975.6,3.3,36,432,3.375,1,1,1,0,0
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,RFn,Jun,60,7226,7,5,0.0,0,6,0,2,0,3,2285.6,2.5,5,45,3.625,1,1,1,0,0
RL,Sawyer,1Story,CemntBd,CBlock,No,Detchd,Unf,Nov,20,14175,5,6,0.0,988,6,1,2,304,1,2387.4,2.3,50,0,3.125,1,1,0,0,1
RL,Gilbert,2Story,VinylSd,PConc,Av,Attchd,Fin,Aug,60,8773,6,5,0.0,0,7,1,2,100,3,2338.5,2.5,10,38,3.25,1,1,1,0,0
RM,MeadowV,1Story,CemntBd,PConc,No,Attchd,Fin,Aug,120,4224,5,5,0.0,874,6,1,2,536,4,2060.0,2.3,31,90,3.125,1,1,0,0,0
RM,OldTown,2.5Unf,Wd Sdng,CBlock,No,,,Jun,75,6300,6,6,0.0,0,9,1,0,0,3,2081.1,2.0,94,425,2.5,1,0,1,0,1
RL,Edwards,1Story,MetalSd,CBlock,No,Detchd,Unf,Aug,190,10880,5,5,0.0,1040,5,0,1,0,4,2102.0,1.8,58,48,3.0,1,1,0,0,0
RM,IDOTRR,2Story,Wd Sdng,PConc,Mn,Detchd,Unf,Jul,70,6402,5,5,0.0,0,6,0,1,0,3,1674.8,1.0,89,137,2.75,1,1,1,0,1
